,PM2.5,PM10,SO2,NO2,CO,O3,U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lon,date,IAQI_SO2,IAQI_NO2,IAQI_PM10,IAQI_CO,IAQI_O3,IAQI_PM25,IAQI
21630,12.17,13.15,1.24,1.42,0.13,82.42,-0.78,0.66,279.9,63.43,70317.98,"100.0,36.83",2013-10-1,1.24,1.775,13.15,3.25,41.21,17.385714285714286,41.21
21640,18.86,28.31,17.86,18.81,0.64,57.28,-1.86,-0.86,282.85,53.18,74387.77,"101.69,36.88",2013-10-1,17.86,23.5125,28.31,16.0,28.64,26.942857142857143,28.64
21650,18.1,23.79,3.77,3.34,0.22,66.39,-0.02,-0.25,283.6,45.84,75078.4,"103.39,36.91",2013-10-1,3.77,4.175,23.79,5.5,33.195,25.85714285714286,33.195
21660,29.97,37.99,11.35,7.91,0.26,53.13,0.31,2.08,288.14,39.96,82009.97,"105.08,36.92",2013-10-1,11.35,9.8875,37.99,6.5,26.565,42.81428571428572,42.81428571428572
21670,31.34,34.4,8.34,4.63,0.23,60.24,1.95,-1.0,287.16,44.34,82658.69,"106.78,36.91",2013-10-1,8.34,5.7875,34.4,5.75,30.12,44.77142857142857,44.77142857142857
21680,42.14,66.58,12.29,17.69,0.48,47.98,1.28,-3.57,286.77,57.22,85639.95,"108.48,36.88",2013-10-1,12.29,22.1125,58.29,12.0,23.99,58.925,58.925
21690,36.69,50.03,14.64,20.36,0.62,46.91,1.15,-3.13,290.64,54.56,91452.75,"110.17,36.82",2013-10-1,14.64,25.45,50.015,15.5,23.455,52.1125,52.1125
21700,39.24,51.31,16.83,15.4,1.48,51.52,0.03,-0.95,288.71,59.24,88566.41,"111.86,36.74",2013-10-1,16.83,19.25,50.655,37.0,25.76,55.300000000000004,55.300000000000004
21710,77.92,118.02,28.24,34.37,1.58,53.58,3.1,-1.05,291.69,52.81,92947.91,"113.55,36.65",2013-10-1,28.24,42.9625,84.00999999999999,39.5,26.79,103.65,103.65
21720,164.07,261.91,29.31,39.99,1.45,59.3,1.47,1.84,295.4,53.5,101213.04,"115.24,36.53",2013-10-1,29.31,49.987500000000004,155.955,36.25,29.65,214.07,214.07
21730,119.79,187.39,37.87,37.14,1.34,78.27,1.43,3.87,293.55,59.32,98738.15,"116.92,36.39",2013-10-1,37.87,46.425,118.695,33.5,39.135,156.84285714285716,156.84285714285716
21740,111.46,165.69,43.65,43.49,1.28,80.77,3.94,2.07,292.45,59.11,97085.8,"118.59,36.22",2013-10-1,43.65,54.362500000000004,107.845,32.0,40.385,145.575,145.575
21750,1.91,1.99,0.26,0.73,0.13,109.83,2.2,-1.49,270.24,56.9,53896.82,"78.93,34.44",2013-10-1,0.26,0.9125,1.99,3.25,58.19166666666666,2.7285714285714286,58.19166666666666
21760,2.02,2.09,0.18,0.29,0.12,100.5,1.61,-1.55,270.39,65.4,54208.62,"80.54,34.76",2013-10-1,0.18,0.3625,2.09,3.0,50.416666666666664,2.8857142857142857,50.416666666666664
21770,2.53,2.6,0.12,0.12,0.11,94.54,-0.9,-1.08,269.3,70.3,53357.3,"82.15,35.06",2013-10-1,0.12,0.15,2.6,2.75,47.27,3.614285714285714,47.27
21780,2.35,2.39,0.08,0.09,0.11,99.82,-1.46,-0.9,272.16,54.89,56046.83,"83.78,35.34",2013-10-1,0.08,0.11249999999999999,2.39,2.75,49.91,3.357142857142857,49.91
21790,1.66,1.69,0.06,0.11,0.11,97.89,-1.85,0.72,270.86,50.44,54273.29,"85.42,35.6",2013-10-1,0.06,0.1375,1.69,2.75,48.945,2.3714285714285714,48.945
21800,1.58,1.61,0.05,0.13,0.11,84.38,-1.57,1.74,272.66,42.96,56428.67,"87.07,35.84",2013-10-1,0.05,0.1625,1.61,2.75,42.19,2.257142857142857,42.19
21810,2.01,2.04,0.05,0.12,0.11,90.99,-1.5,1.71,271.99,44.54,56376.07,"88.72,36.05",2013-10-1,0.05,0.15,2.04,2.75,45.495,2.871428571428571,45.495
21820,2.58,2.62,0.05,0.13,0.11,91.44,1.18,4.9,269.04,54.13,55602.02,"90.39,36.25",2013-10-1,0.05,0.1625,2.62,2.75,45.72,3.685714285714286,45.72
21830,4.02,4.06,0.05,0.15,0.11,88.79,0.73,0.76,276.61,28.77,60956.73,"92.06,36.42",2013-10-1,0.05,0.1875,4.06,2.75,44.395,5.742857142857142,44.395
21840,9.54,9.73,0.24,0.49,0.12,89.46,-1.03,0.74,285.52,17.78,71905.3,"93.74,36.58",2013-10-1,0.24,0.6125,9.73,3.0,44.73,13.628571428571428,44.73
21850,11.37,11.44,0.14,0.25,0.12,87.22,-3.68,0.08,286.36,16.58,74105.72,"95.42,36.71",2013-10-1,0.14,0.3125,11.44,3.0,43.61,16.242857142857144,43.61
21860,10.78,10.85,0.12,0.31,0.12,86.15,-1.15,0.49,284.85,19.18,72838.09,"97.11,36.82",2013-10-1,0.12,0.3875,10.85,3.0,43.075,15.399999999999999,43.075
21870,9.89,10.04,0.28,0.75,0.12,89.98,2.95,-0.78,280.02,24.4,67664.37,"98.8,36.91",2013-10-1,0.28,0.9375,10.04,3.0,44.99,14.12857142857143,44.99
21880,13.7,14.91,2.84,2.91,0.14,76.26,-3.52,2.0,278.7,64.11,69618.15,"100.5,36.98",2013-10-1,2.84,3.6375,14.91,3.5000000000000004,38.13,19.57142857142857,38.13
21890,15.16,16.98,2.92,3.18,0.18,80.15,-0.66,1.07,277.95,65.11,68842.48,"102.2,37.03",2013-10-1,2.92,3.975,16.98,4.5,40.075,21.65714285714286,40.075
21900,17.44,21.52,3.58,2.56,0.18,64.2,-0.44,-0.62,286.37,37.79,78111.91,"103.9,37.05",2013-10-1,3.58,3.2,21.52,4.5,32.1,24.914285714285718,32.1
21910,25.9,30.05,8.76,8.42,0.23,53.89,1.65,-0.98,290.32,34.33,84860.37,"105.6,37.06",2013-10-1,8.76,10.525,30.05,5.75,26.945,37.0,37.0
21920,33.59,36.75,10.23,4.54,0.24,59.98,-0.6,-1.68,287.24,51.49,85253.02,"107.29,37.04",2013-10-1,10.23,5.675,36.75,6.0,29.99,47.985714285714295,47.985714285714295
21930,43.01,74.26,13.62,26.84,0.58,43.38,2.28,-3.55,288.0,52.91,87196.75,"108.99,37.0",2013-10-1,13.62,33.55,62.13,14.499999999999998,21.69,60.012499999999996,62.13
21940,36.33,42.73,15.4,9.86,0.63,56.0,0.48,-2.2,287.98,66.33,88954.47,"110.69,36.94",2013-10-1,15.4,12.325,42.73,15.75,28.0,51.662499999999994,51.662499999999994
21950,37.95,48.04,15.72,12.06,1.06,60.49,3.62,-2.43,287.47,57.72,86084.37,"112.38,36.85",2013-10-1,15.72,15.075000000000001,48.04,26.5,30.245,53.6875,53.6875
21960,153.24,231.81,40.72,53.92,1.96,43.72,1.79,-1.19,294.45,47.62,97247.17,"114.07,36.75",2013-10-1,40.72,67.4,140.905,49.0,21.86,203.24,203.24
21970,151.41,232.06,30.45,37.64,1.4,67.26,1.74,2.05,295.04,54.96,101321.6,"115.76,36.62",2013-10-1,30.45,47.05,141.03,35.0,33.63,201.41,201.41
21980,128.37,185.97,46.67,42.68,1.36,80.16,1.94,2.34,292.12,62.89,97504.51,"117.44,36.47",2013-10-1,46.67,53.35,117.985,34.0,40.08,169.10000000000002,169.10000000000002
21990,108.02,163.44,39.46,42.12,1.16,83.38,2.94,1.46,294.22,57.18,100486.09,"119.11,36.3",2013-10-1,39.46,52.65,106.72,28.999999999999996,41.69,141.27499999999998,141.27499999999998
22000,1.94,2.02,0.25,0.38,0.13,110.45,2.04,-1.33,267.02,67.63,51355.04,"78.89,34.57",2013-10-1,0.25,0.475,2.02,3.25,58.708333333333336,2.7714285714285714,58.708333333333336
22010,2.24,2.3,0.17,0.24,0.12,97.44,2.68,-2.04,271.47,60.75,55178.27,"80.5,34.89",2013-10-1,0.17,0.3,2.3,3.0,48.72,3.2,48.72
22020,3.0,3.06,0.13,0.13,0.11,91.03,-0.71,-1.85,267.87,70.3,52591.73,"82.12,35.19",2013-10-1,0.13,0.1625,3.06,2.75,45.515,4.285714285714286,45.515
22030,2.65,2.68,0.08,0.1,0.11,99.47,-1.26,-0.23,272.79,49.22,56596.86,"83.75,35.47",2013-10-1,0.08,0.125,2.68,2.75,49.735,3.7857142857142856,49.735
22040,1.7,1.72,0.06,0.11,0.11,98.64,-0.68,0.75,270.97,51.23,54513.55,"85.39,35.73",2013-10-1,0.06,0.1375,1.72,2.75,49.32,2.4285714285714284,49.32
22050,1.54,1.56,0.05,0.12,0.11,85.05,-2.4,0.49,272.35,43.34,56562.82,"87.04,35.97",2013-10-1,0.05,0.15,1.56,2.75,42.525,2.2,42.525
22060,2.0,2.03,0.05,0.12,0.11,90.29,-1.31,1.77,270.58,46.12,55430.9,"88.7,36.19",2013-10-1,0.05,0.15,2.03,2.75,45.145,2.857142857142857,45.145
22070,2.49,2.53,0.05,0.14,0.11,90.36,1.01,5.16,270.17,48.2,56215.46,"90.36,36.38",2013-10-1,0.05,0.17500000000000002,2.53,2.75,45.18,3.5571428571428574,45.18
22080,6.49,6.54,0.06,0.15,0.11,90.0,-0.02,-0.85,279.87,24.36,65389.79,"92.04,36.56",2013-10-1,0.06,0.1875,6.54,2.75,45.0,9.271428571428572,45.0
22090,10.61,10.8,0.24,0.5,0.12,88.71,-1.46,0.76,285.94,17.24,72713.77,"93.72,36.71",2013-10-1,0.24,0.625,10.8,3.0,44.355,15.157142857142857,44.355
22100,11.61,11.7,0.16,0.4,0.12,83.4,-3.61,0.46,286.24,15.45,74202.1,"95.41,36.85",2013-10-1,0.16,0.5,11.7,3.0,41.7,16.585714285714285,41.7
22110,10.89,10.97,0.23,0.34,0.12,86.02,-0.12,0.29,284.29,18.79,72028.23,"97.1,36.96",2013-10-1,0.23,0.42500000000000004,10.97,3.0,43.01,15.557142857142859,43.01
22120,10.56,10.72,0.34,0.72,0.12,90.04,4.18,0.3,277.78,26.0,65093.05,"98.79,37.05",2013-10-1,0.34,0.8999999999999999,10.72,3.0,45.02,15.085714285714287,45.02
22130,11.93,12.76,2.2,2.25,0.14,75.08,-2.84,2.44,279.11,54.02,69323.01,"100.49,37.12",2013-10-1,2.2,2.8125,12.76,3.5000000000000004,37.54,17.042857142857144,37.54
22140,12.86,14.1,2.26,2.11,0.16,82.05,-1.14,0.16,279.13,62.4,70495.16,"102.19,37.16",2013-10-1,2.26,2.6374999999999997,14.1,4.0,41.025,18.37142857142857,41.025
22150,16.28,19.0,3.63,2.6,0.17,65.21,-0.39,-0.44,288.15,34.03,80566.36,"103.89,37.19",2013-10-1,3.63,3.25,19.0,4.25,32.605,23.25714285714286,32.605
22160,24.72,28.8,8.29,9.2,0.24,54.12,1.17,-1.79,290.64,31.17,85001.47,"105.6,37.19",2013-10-1,8.29,11.5,28.8,6.0,27.06,35.31428571428572,35.31428571428572
22170,33.54,36.98,10.68,4.82,0.25,60.28,-0.11,-1.49,286.82,51.64,84769.27,"107.3,37.17",2013-10-1,10.68,6.025,36.98,6.25,30.14,47.91428571428571,47.91428571428571
22180,41.97,71.0,13.2,24.79,0.56,44.42,2.37,-3.72,287.81,52.51,86919.56,"109.0,37.13",2013-10-1,13.2,30.987499999999997,60.5,14.000000000000002,22.21,58.7125,60.5
22190,35.27,41.94,16.6,9.81,0.58,56.72,0.65,-1.55,288.99,62.43,90146.56,"110.7,37.07",2013-10-1,16.6,12.262500000000001,41.94,14.499999999999998,28.36,50.337500000000006,50.337500000000006
22200,38.45,49.75,16.97,13.95,1.13,58.96,3.92,-2.35,286.19,62.88,84799.66,"112.39,36.99",2013-10-1,16.97,17.4375,49.75,28.249999999999996,29.48,54.3125,54.3125
22210,150.61,220.15,31.76,43.04,1.47,51.79,1.39,-1.23,293.67,49.38,96192.73,"114.09,36.88",2013-10-1,31.76,53.8,135.075,36.75,25.895,200.61,200.61
22220,154.73,231.66,30.69,38.36,1.42,66.13,1.73,1.81,294.93,55.22,101347.1,"115.78,36.76",2013-10-1,30.69,47.95,140.82999999999998,35.5,33.065,204.73,204.73
22230,132.11,193.93,51.41,44.68,1.38,79.94,2.34,3.29,293.58,57.6,98755.73,"117.46,36.61",2013-10-1,50.705,55.85,121.965,34.5,39.97,174.44285714285718,174.44285714285718
22240,113.06,172.61,42.83,42.26,1.14,86.17,2.56,1.21,294.16,58.93,100738.77,"119.13,36.44",2013-10-1,42.83,52.824999999999996,111.305,28.499999999999996,43.085,147.575,147.575
22250,1.85,1.93,0.25,0.66,0.13,106.46,2.73,-0.69,267.91,66.48,52951.06,"78.53,34.64",2013-10-1,0.25,0.8250000000000001,1.93,3.25,55.383333333333326,2.6428571428571432,55.383333333333326
22260,2.61,2.68,0.19,0.33,0.12,93.54,2.03,-2.05,272.08,54.57,55639.84,"80.14,34.96",2013-10-1,0.19,0.41250000000000003,2.68,3.0,46.77,3.7285714285714286,46.77
22270,3.3,3.36,0.15,0.14,0.12,89.43,0.08,-2.7,265.73,74.37,50890.66,"81.76,35.27",2013-10-1,0.15,0.17500000000000002,3.36,3.0,44.715,4.714285714285714,44.715
22280,2.87,2.9,0.08,0.1,0.11,93.87,-0.68,-0.27,271.35,51.45,55482.47,"83.39,35.55",2013-10-1,0.08,0.125,2.9,2.75,46.935,4.1000000000000005,46.935
22290,1.89,1.92,0.06,0.11,0.11,99.25,-0.74,0.04,271.39,49.35,55233.96,"85.03,35.81",2013-10-1,0.06,0.1375,1.92,2.75,49.625,2.6999999999999997,49.625
22300,1.59,1.62,0.04,0.11,0.11,86.73,-2.85,1.4,270.89,47.6,55350.48,"86.68,36.06",2013-10-1,0.04,0.1375,1.62,2.75,43.365,2.271428571428572,43.365
22310,1.88,1.91,0.05,0.11,0.11,90.89,-1.16,1.4,271.11,43.73,55604.84,"88.34,36.28",2013-10-1,0.05,0.1375,1.91,2.75,45.445,2.6857142857142855,45.445
22320,2.34,2.37,0.05,0.14,0.11,89.74,1.26,5.15,271.15,43.97,56705.7,"90.01,36.48",2013-10-1,0.05,0.17500000000000002,2.37,2.75,44.87,3.3428571428571425,44.87
22330,6.3,6.36,0.07,0.18,0.11,91.55,0.8,0.31,278.47,27.62,64231.3,"91.68,36.66",2013-10-1,0.07,0.22499999999999998,6.36,2.75,45.775,9.0,45.775
22340,9.26,9.38,0.16,0.36,0.12,87.06,-2.05,1.96,285.67,17.21,71892.64,"93.36,36.82",2013-10-1,0.16,0.44999999999999996,9.38,3.0,43.53,13.228571428571428,43.53
22350,12.1,12.2,0.14,0.37,0.12,81.22,-3.66,0.45,285.85,16.79,74251.13,"95.05,36.96",2013-10-1,0.14,0.4625,12.2,3.0,40.61,17.285714285714285,40.61
22360,10.64,10.75,0.53,0.54,0.12,80.08,-0.21,-1.75,283.98,17.92,72023.02,"96.75,37.07",2013-10-1,0.53,0.675,10.75,3.0,40.04,15.200000000000001,40.04
22370,10.92,11.03,0.33,0.46,0.12,88.52,2.23,1.03,277.75,25.97,65161.34,"98.44,37.17",2013-10-1,0.33,0.5750000000000001,11.03,3.0,44.26,15.6,44.26
22380,11.15,11.85,1.48,1.5,0.13,76.06,-1.58,0.5,278.49,61.73,69311.26,"100.14,37.24",2013-10-1,1.48,1.875,11.85,3.25,38.03,15.928571428571429,38.03
22390,13.28,14.43,2.28,2.03,0.15,81.24,-1.45,0.38,279.25,63.52,70698.9,"101.85,37.29",2013-10-1,2.28,2.5374999999999996,14.43,3.75,40.62,18.97142857142857,40.62
22400,14.68,16.84,2.99,2.46,0.17,67.89,-0.44,0.62,285.71,39.47,77646.49,"103.55,37.32",2013-10-1,2.99,3.075,16.84,4.25,33.945,20.97142857142857,33.945
22410,25.64,30.79,9.45,9.77,0.25,53.44,-0.32,1.24,289.47,32.78,83591.07,"105.26,37.33",2013-10-1,9.45,12.212499999999999,30.79,6.25,26.72,36.62857142857143,36.62857142857143
22420,30.95,35.2,10.81,6.05,0.27,60.63,-0.21,0.01,287.52,46.63,84743.82,"106.96,37.31",2013-10-1,10.81,7.5625,35.2,6.75,30.315,44.214285714285715,44.214285714285715
22430,41.3,63.07,14.06,18.2,0.47,49.19,2.4,-2.67,285.7,58.53,84668.35,"108.67,37.28",2013-10-1,14.06,22.75,56.535,11.75,24.595,57.875,57.875
22440,35.69,43.08,15.26,11.97,0.47,54.82,1.33,-2.88,289.96,58.19,91206.11,"110.37,37.22",2013-10-1,15.26,14.9625,43.08,11.75,27.41,50.8625,50.8625
22450,35.65,53.1,24.34,24.44,1.82,46.46,1.32,0.97,291.76,52.51,92987.84,"112.07,37.14",2013-10-1,24.34,30.55,51.55,45.5,23.23,50.8125,51.55
22460,87.54,121.66,24.52,26.94,1.06,60.85,3.93,-1.75,288.42,61.84,88582.83,"113.76,37.04",2013-10-1,24.52,33.675000000000004,85.83,26.5,30.425,115.67500000000001,115.67500000000001
22470,175.37,260.94,31.93,42.78,1.52,58.76,1.44,1.66,295.05,54.4,101346.57,"115.45,36.92",2013-10-1,31.93,53.475,155.47,38.0,29.38,225.37,225.37
22480,139.34,221.59,61.04,53.07,1.53,78.7,3.06,2.62,295.4,54.2,101396.67,"117.14,36.77",2013-10-1,55.519999999999996,66.3375,135.79500000000002,38.25,39.35,184.77142857142857,184.77142857142857
22490,126.51,190.52,53.68,48.76,1.4,84.75,2.67,1.87,294.52,54.21,100458.58,"118.82,36.61",2013-10-1,51.84,60.949999999999996,120.26,35.0,42.375,166.44285714285715,166.44285714285715
22500,77.54,137.4,20.93,56.97,0.86,70.83,-0.02,0.77,292.8,73.63,101256.44,"120.49,36.42",2013-10-1,20.93,71.2125,93.7,21.5,35.415,103.17500000000001,103.17500000000001
22510,2.35,2.42,0.22,0.36,0.12,98.53,2.1,-2.25,270.76,54.21,54423.15,"79.61,35.0",2013-10-1,0.22,0.44999999999999996,2.42,3.0,49.265,3.357142857142857,49.265
22520,4.06,4.12,0.16,0.15,0.12,91.29,1.34,-2.59,263.35,75.18,48702.68,"81.23,35.31",2013-10-1,0.16,0.1875,4.12,3.0,45.645,5.8,45.645
22530,4.0,4.04,0.08,0.12,0.11,89.08,0.02,-1.64,269.54,54.2,54206.64,"82.86,35.6",2013-10-1,0.08,0.15,4.04,2.75,44.54,5.714285714285714,44.54
22540,2.87,2.9,0.06,0.12,0.12,95.69,-0.96,-1.0,270.55,45.89,54847.44,"84.5,35.87",2013-10-1,0.06,0.15,2.9,3.0,47.845,4.1000000000000005,47.845
22550,1.66,1.68,0.05,0.1,0.11,92.01,-1.88,2.17,271.17,41.89,55226.7,"86.15,36.12",2013-10-1,0.05,0.125,1.68,2.75,46.005,2.3714285714285714,46.005
22560,1.67,1.69,0.04,0.11,0.11,88.48,0.06,2.21,269.76,47.73,54846.68,"87.81,36.35",2013-10-1,0.04,0.1375,1.69,2.75,44.24,2.3857142857142857,44.24
22570,2.12,2.15,0.05,0.13,0.11,91.77,-0.85,4.79,270.69,43.26,55834.48,"89.48,36.56",2013-10-1,0.05,0.1625,2.15,2.75,45.885,3.028571428571429,45.885
22580,3.46,3.52,0.06,0.17,0.11,88.49,1.45,4.07,274.54,33.78,59445.58,"91.16,36.74",2013-10-1,0.06,0.21250000000000002,3.52,2.75,44.245,4.942857142857143,44.245
22590,9.23,9.31,0.09,0.22,0.11,81.15,0.3,1.07,285.07,17.27,71361.18,"92.84,36.91",2013-10-1,0.09,0.275,9.31,2.75,40.575,13.185714285714287,40.575
22600,12.76,12.88,0.17,0.33,0.12,82.16,-4.11,1.0,286.12,15.65,74124.88,"94.53,37.05",2013-10-1,0.17,0.41250000000000003,12.88,3.0,41.08,18.228571428571428,41.08
22610,9.49,9.57,0.15,0.32,0.12,83.78,0.3,-1.89,282.17,15.78,68496.38,"96.22,37.18",2013-10-1,0.15,0.4,9.57,3.0,41.89,13.557142857142857,41.89
22620,10.63,10.74,0.59,0.54,0.12,84.69,0.08,0.45,280.24,23.52,67767.7,"97.92,37.28",2013-10-1,0.59,0.675,10.74,3.0,42.345,15.185714285714287,42.345
22630,8.89,9.19,0.55,0.56,0.12,79.6,0.1,0.21,277.15,55.31,66488.43,"99.62,37.36",2013-10-1,0.55,0.7000000000000001,9.19,3.0,39.8,12.700000000000001,39.8
22640,13.16,14.22,2.21,2.86,0.15,79.73,-0.64,1.95,277.68,65.21,68573.84,"101.33,37.41",2013-10-1,2.21,3.5749999999999997,14.22,3.75,39.865,18.8,39.865
22650,12.77,14.63,2.51,2.38,0.17,71.12,0.21,2.04,285.43,41.78,77406.65,"103.04,37.45",2013-10-1,2.51,2.9749999999999996,14.63,4.25,35.56,18.242857142857144,35.56
22660,21.91,25.01,7.8,7.12,0.2,58.24,-1.27,0.1,290.44,29.43,85066.75,"104.74,37.46",2013-10-1,7.8,8.9,25.01,5.0,29.12,31.3,31.3
22670,27.41,32.57,10.06,8.22,0.32,60.47,0.6,0.29,290.35,35.26,86357.3,"106.45,37.46",2013-10-1,10.06,10.275,32.57,8.0,30.235,39.15714285714286,39.15714285714286
22680,37.7,43.43,13.73,7.89,0.3,59.16,1.6,-1.67,286.8,52.1,85266.58,"108.16,37.43",2013-10-1,13.73,9.862499999999999,43.43,7.5,29.58,53.375,53.375
22690,37.95,53.26,16.12,23.88,0.46,48.48,2.53,-3.79,289.2,53.89,89508.83,"109.87,37.38",2013-10-1,16.12,29.849999999999998,51.629999999999995,11.5,24.24,53.6875,53.6875
22700,31.85,35.99,15.57,7.44,0.65,64.39,4.61,-3.46,287.99,59.71,87462.32,"111.57,37.3",2013-10-1,15.57,9.3,35.99,16.25,32.195,45.5,45.5
22710,63.32,85.46,20.0,23.2,1.03,57.83,2.51,-1.44,286.38,64.39,86534.21,"113.27,37.21",2013-10-1,20.0,29.0,67.72999999999999,25.75,28.915,85.4,85.4
22720,225.78,333.73,37.45,52.98,1.73,47.67,0.4,1.28,295.15,52.34,101407.53,"114.96,37.09",2013-10-1,37.45,66.225,191.865,43.25,23.835,275.78,275.78
22730,136.31,192.22,37.3,39.72,1.37,71.09,2.25,1.98,294.2,60.07,101572.41,"116.65,36.95",2013-10-1,37.3,49.65,121.11,34.25,35.545,180.44285714285715,180.44285714285715
22740,143.6,218.05,88.26,64.01,1.83,74.66,3.49,2.39,295.02,52.42,100433.55,"118.34,36.8",2013-10-1,69.13,80.0125,134.025,45.75,37.33,190.85714285714283,190.85714285714283
22750,104.3,162.27,29.51,41.43,0.9,93.93,-0.86,0.89,292.55,71.27,101578.71,"120.02,36.62",2013-10-1,29.51,51.7875,106.135,22.5,46.965,136.625,136.625
22760,1.79,1.86,0.21,0.27,0.12,108.68,2.89,-0.9,266.91,62.3,51541.86,"78.93,35.0",2013-10-1,0.21,0.3375,1.86,3.0,57.23333333333334,2.5571428571428574,57.23333333333334
22770,2.77,2.82,0.15,0.14,0.11,102.19,1.5,-1.78,264.89,70.2,49624.93,"80.55,35.32",2013-10-1,0.15,0.17500000000000002,2.82,2.75,51.824999999999996,3.9571428571428573,51.824999999999996
22780,6.22,6.27,0.13,0.16,0.11,85.1,0.25,-1.2,266.21,67.38,51843.0,"82.17,35.62",2013-10-1,0.13,0.2,6.27,2.75,42.55,8.885714285714286,42.55
22790,4.23,4.26,0.06,0.13,0.12,88.26,-1.94,-1.22,270.37,39.4,54753.5,"83.81,35.9",2013-10-1,0.06,0.1625,4.26,3.0,44.13,6.042857142857144,44.13
22800,2.0,2.02,0.05,0.11,0.11,95.53,-0.85,1.24,270.87,43.35,54853.91,"85.46,36.16",2013-10-1,0.05,0.1375,2.02,2.75,47.765,2.857142857142857,47.765
22810,1.91,1.93,0.05,0.09,0.11,92.94,-1.9,3.33,268.38,46.84,53156.77,"87.12,36.39",2013-10-1,0.05,0.11249999999999999,1.93,2.75,46.47,2.7285714285714286,46.47
22820,1.95,1.98,0.05,0.13,0.11,87.58,0.79,3.58,272.94,35.41,57059.83,"88.79,36.61",2013-10-1,0.05,0.1625,1.98,2.75,43.79,2.7857142857142856,43.79
22830,2.65,2.69,0.05,0.16,0.11,90.37,0.11,6.55,274.62,34.48,59619.2,"90.46,36.81",2013-10-1,0.05,0.2,2.69,2.75,45.185,3.7857142857142856,45.185
22840,9.41,9.47,0.08,0.17,0.11,81.22,-0.32,1.23,279.53,21.05,65246.09,"92.15,36.98",2013-10-1,0.08,0.21250000000000002,9.47,2.75,40.61,13.442857142857143,40.61
22850,13.48,13.61,0.18,0.27,0.12,84.51,-2.77,0.71,285.61,15.71,73922.89,"93.83,37.13",2013-10-1,0.18,0.3375,13.61,3.0,42.255,19.25714285714286,42.255
22860,10.42,10.56,0.16,0.61,0.12,86.8,-1.78,-2.47,284.53,13.44,71317.74,"95.53,37.26",2013-10-1,0.16,0.7625,10.56,3.0,43.4,14.885714285714286,43.4
22870,10.86,11.5,5.02,3.56,0.13,78.55,0.11,-1.11,282.77,17.74,69722.58,"97.23,37.37",2013-10-1,5.02,4.45,11.5,3.25,39.275,15.514285714285714,39.275
22880,9.84,10.03,0.61,0.83,0.12,85.33,3.24,-0.57,277.46,32.63,65124.18,"98.93,37.46",2013-10-1,0.61,1.0374999999999999,10.03,3.0,42.665,14.057142857142857,42.665
22890,9.92,10.36,1.32,1.31,0.13,79.71,1.24,4.29,276.64,57.75,65908.71,"100.64,37.53",2013-10-1,1.32,1.6375000000000002,10.36,3.25,39.855,14.17142857142857,39.855
22900,12.09,13.59,2.56,1.9,0.19,74.85,0.31,2.63,275.73,69.28,66257.73,"102.35,37.57",2013-10-1,2.56,2.375,13.59,4.75,37.425,17.271428571428572,37.425
22910,18.2,19.31,5.03,3.31,0.16,63.75,-1.52,-0.13,290.1,28.98,84125.88,"104.06,37.6",2013-10-1,5.03,4.1375,19.31,4.0,31.875,26.0,31.875
22920,29.34,39.77,16.24,21.71,0.43,53.4,-1.66,-1.94,291.18,35.02,88392.26,"105.77,37.6",2013-10-1,16.24,27.137500000000003,39.77,10.75,26.7,41.91428571428572,41.91428571428572
22930,36.03,41.48,14.63,7.61,0.31,60.75,0.16,0.51,287.49,51.79,86587.62,"107.48,37.58",2013-10-1,14.63,9.512500000000001,41.48,7.75,30.375,51.2875,51.2875
22940,39.69,60.78,16.49,26.86,0.47,45.02,2.54,-3.81,287.64,52.85,87272.68,"109.19,37.53",2013-10-1,16.49,33.575,55.39,11.75,22.51,55.8625,55.8625
22950,33.97,43.12,24.36,14.23,0.64,54.94,1.25,-1.95,289.51,61.58,91415.51,"110.9,37.47",2013-10-1,24.36,17.7875,43.12,16.0,27.47,48.528571428571425,48.528571428571425
22960,40.17,58.49,23.53,25.02,1.55,48.34,1.29,-1.0,289.88,56.68,91059.87,"112.6,37.38",2013-10-1,23.53,31.275,54.245000000000005,38.75,24.17,56.462500000000006,56.462500000000006
22970,255.25,372.19,48.42,67.86,1.84,41.25,-0.4,-1.31,293.71,52.8,98723.27,"114.3,37.28",2013-10-1,48.42,84.825,231.7,46.0,20.625,305.25,305.25
22980,158.96,212.85,33.83,42.6,1.46,62.05,1.74,1.59,294.53,56.57,101447.7,"116.0,37.15",2013-10-1,33.83,53.25,131.425,36.5,31.025,208.96,208.96
22990,160.44,221.1,68.94,55.28,1.81,76.41,3.13,1.39,294.94,54.88,101498.25,"117.69,37.0",2013-10-1,59.47,69.1,135.55,45.25,38.205,210.44,210.44
23000,131.28,215.74,49.63,49.65,1.03,89.5,0.09,1.44,293.48,65.07,101385.27,"119.37,36.82",2013-10-1,49.63,62.0625,132.87,25.75,44.75,173.25714285714287,173.25714285714287
23010,1.59,1.65,0.2,0.4,0.12,108.99,1.93,-0.21,265.75,70.73,51336.32,"78.41,35.03",2013-10-1,0.2,0.5,1.65,3.0,57.49166666666666,2.271428571428572,57.49166666666666
